Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
6/03/2018 23:00,1.727,3.79,6.828,4.943,126,26.85
6/03/2018 23:30,1.723,3.3,6.749,5.138,126,26.85
7/03/2018 0:00,1.719,2.407,6.787,5.054,129,26.85
7/03/2018 0:30,1.71,2.527,6.555,5.095,128,26.85
7/03/2018 1:00,1.706,2.76,6.477,4.99,126,26.85
7/03/2018 1:30,1.843,3.11,6.698,5.132,119,26.8
7/03/2018 2:00,1.838,3.037,6.387,5.164,123,26.8
7/03/2018 2:30,1.824,2.96,6.786,5.572,125,26.8
7/03/2018 3:00,1.821,3.182,6.818,5.312,120,26.85
7/03/2018 3:30,1.795,2.992,6.234,5.122,119,26.8
7/03/2018 4:00,1.913,2.86,6.782,5.283,113,26.8
7/03/2018 4:30,2.026,3.25,6.204,5.449,123,26.75
7/03/2018 5:00,2.165,4.09,6.35,5.343,118,26.8
7/03/2018 5:30,1.944,2.85,7.109,5.434,116,26.75
7/03/2018 6:00,2.032,3.06,6.776,5.41,116,26.75
7/03/2018 6:30,1.976,3.29,6.816,5.411,118,26.75
7/03/2018 7:00,1.944,2.98,6.79,5.372,115,26.8
7/03/2018 7:30,1.894,3.18,7.495,5.112,104,26.8
7/03/2018 8:00,1.993,2.99,6.651,5.653,116,26.75
7/03/2018 8:30,1.792,2.72,7.492,5.276,105,26.8
7/03/2018 9:00,1.788,2.94,7.075,5.476,116,26.75
7/03/2018 9:30,1.871,3.291,7.2,5.382,108,26.8
7/03/2018 10:00,1.823,3.05,7.062,5.497,104,26.75
7/03/2018 10:30,1.843,3.06,7.268,5.575,101,26.75
7/03/2018 11:00,1.891,3.43,7.283,5.559,111,26.75
7/03/2018 11:30,1.8,2.67,7.049,5.406,106,26.75
7/03/2018 12:00,1.935,3.38,7.256,5.405,99,26.8
7/03/2018 12:30,1.863,3.46,7.304,5.081,97,26.75
7/03/2018 13:00,1.747,3.04,7.324,5.309,102,26.75
7/03/2018 13:30,1.701,2.76,7.23,5.046,104,26.75
7/03/2018 14:00,1.775,3.13,7.173,5.107,104,26.7
7/03/2018 14:30,1.94,3.411,7.144,5.186,97,26.7
7/03/2018 15:00,2.149,3.67,7.512,5.457,112,26.7
7/03/2018 15:30,2.004,3.017,6.763,5.419,111,26.7
7/03/2018 16:00,2.17,3.253,7.008,5.528,105,26.75
7/03/2018 16:30,2.286,4.317,7.205,5.466,105,26.75
7/03/2018 17:00,2.61,4.45,7.424,5.696,108,26.75
7/03/2018 17:30,2.322,4.11,6.118,5.322,106,26.75
7/03/2018 18:00,2.57,4.338,7.262,5.815,105,26.75
7/03/2018 18:30,2.416,4.845,7.288,5.607,112,26.75
7/03/2018 19:00,2.387,3.966,7.053,5.313,116,26.75
7/03/2018 19:30,2.446,4.382,7.239,5.543,116,26.7
7/03/2018 20:00,2.568,4.02,7.824,5.72,115,26.7
7/03/2018 20:30,2.925,4.97,7.855,5.894,104,26.7
7/03/2018 21:00,2.668,4.93,6.579,5.796,115,26.65
7/03/2018 21:30,2.988,5.118,8.106,6.32,122,26.65
7/03/2018 22:00,2.648,4.539,6.938,5.927,113,26.65
7/03/2018 22:30,2.746,4.467,7.755,6.064,109,26.65
7/03/2018 23:00,2.632,4.304,7.81,6.069,115,26.6
7/03/2018 23:30,2.711,5.92,6.367,5.772,102,26.6
8/03/2018 0:00,2.919,5.26,8.453,6.268,115,26.6
8/03/2018 0:30,2.481,4.18,8.75,5.843,109,26.6
8/03/2018 1:00,2.638,4.19,8.888,6.096,106,26.55
8/03/2018 1:30,2.875,4.604,9.299,6.046,113,26.55
8/03/2018 2:00,2.786,4.7,8.585,6.317,108,26.5
8/03/2018 2:30,2.749,4.17,9.328,5.884,112,26.55
8/03/2018 3:00,2.636,3.778,9.057,6.21,113,26.5
8/03/2018 3:30,2.477,4.41,9.335,5.82,113,26.45
8/03/2018 4:00,2.514,4.383,9.096,5.808,120,26.45
8/03/2018 4:30,2.419,3.74,9.842,5.963,119,26.45
8/03/2018 5:00,2.434,5.199,8.936,5.796,109,26.4
8/03/2018 5:30,2.446,4.644,9.729,5.794,111,26.4
8/03/2018 6:00,2.47,3.991,9.681,6.026,122,26.4
8/03/2018 6:30,2.53,3.87,8.984,5.841,108,26.4
8/03/2018 7:00,2.567,4.12,9.883,6.113,112,26.35
8/03/2018 7:30,2.308,3.871,9.745,5.786,122,26.35
8/03/2018 8:00,2.294,3.927,8.524,5.649,113,26.35
8/03/2018 8:30,2.241,3.558,8.201,5.74,120,26.35
8/03/2018 9:00,2.264,4.267,8.507,5.589,101,26.35
8/03/2018 9:30,2.202,3.61,9.746,5.753,104,26.35
8/03/2018 10:00,2.093,3.462,9.387,5.701,118,26.4
8/03/2018 10:30,2.197,3.567,9.824,5.862,113,26.4
8/03/2018 11:00,2.03,3.241,9.811,5.712,113,26.4
8/03/2018 11:30,2.212,3.784,9.763,5.744,111,26.4
8/03/2018 12:00,2.248,4.43,9.233,5.966,113,26.4
8/03/2018 12:30,2.233,3.78,9.773,5.781,111,26.45
8/03/2018 13:00,2.187,3.73,9.763,5.847,113,26.45
8/03/2018 13:30,2.162,3.8,9.65,5.883,112,26.5
8/03/2018 14:00,2.153,3.55,9.287,5.794,112,26.45
8/03/2018 14:30,2.029,3.888,9.304,5.684,106,26.5
8/03/2018 15:00,2.124,3.37,9.32,5.695,111,26.5
8/03/2018 15:30,2.102,3.39,8.517,5.813,118,26.5
8/03/2018 16:00,2.087,3.43,9.695,5.747,98,26.45
8/03/2018 16:30,2.078,3.927,7.557,5.492,116,26.45
8/03/2018 17:00,2.238,3.356,9.463,5.792,105,26.45
8/03/2018 17:30,2.276,4.437,7.244,5.39,109,26.45
8/03/2018 18:00,2.364,4.406,8.835,5.619,112,26.45
8/03/2018 18:30,2.273,4.915,7.024,5.476,109,26.45
8/03/2018 19:00,2.227,4.166,9.186,5.471,99,26.45
8/03/2018 19:30,2.448,3.9,8.688,5.729,97,26.45
8/03/2018 20:00,2.394,4.06,6.797,5.635,108,26.4
8/03/2018 20:30,2.355,3.828,9.334,5.979,98,26.45
8/03/2018 21:00,2.436,4.62,8.96,5.759,111,26.4
8/03/2018 21:30,2.369,3.803,7.284,5.618,101,26.35
8/03/2018 22:00,2.254,3.72,5.84,5.625,109,26.35
8/03/2018 22:30,2.168,3.23,9.347,5.712,105,26.35
8/03/2018 23:00,2.282,3.86,9.232,5.628,109,26.35
8/03/2018 23:30,2.146,4.158,9.577,5.639,101,26.3
9/03/2018 0:00,2.03,3.91,8.546,5.677,102,26.3
9/03/2018 0:30,2.209,3.947,9.273,5.503,108,26.25
9/03/2018 1:00,2.141,3.552,9.002,5.741,102,26.25
9/03/2018 1:30,2.114,3.697,7.268,5.404,108,26.25
9/03/2018 2:00,2.317,3.92,8.541,5.706,108,26.25
9/03/2018 2:30,2.09,3.917,8.832,5.633,108,26.2
9/03/2018 3:00,2.119,3.064,8.613,5.645,108,26.2
9/03/2018 3:30,2.118,3.859,8.784,5.62,108,26.2
9/03/2018 4:00,2.015,4.137,8.87,5.47,106,26.2
9/03/2018 4:30,2.066,3.32,8.454,5.627,108,26.2
9/03/2018 5:00,2.095,3.58,8.848,5.8,99,26.2
9/03/2018 5:30,2.108,3.18,9.269,5.825,98,26.2
9/03/2018 6:00,2.189,3.975,8.58,5.864,101,26.15
9/03/2018 6:30,2.207,3.484,8.188,5.61,108,26.15
9/03/2018 7:00,2,3.301,9.146,5.352,99,26.15
9/03/2018 7:30,2.076,3.331,9.029,5.438,99,26.15
9/03/2018 8:00,2.205,3.86,8.805,5.688,118,26.15
9/03/2018 8:30,2.281,3.51,9.377,5.662,94,26.15
9/03/2018 9:00,2.19,3.529,8.164,5.785,94,26.1
9/03/2018 9:30,2.323,3.665,8.96,5.806,98,26.15
9/03/2018 10:00,2.295,3.821,7.895,5.857,106,26.15
9/03/2018 10:30,2.21,3.52,8.906,5.579,108,26.1
9/03/2018 11:00,2.223,3.78,8.542,5.67,101,26.1
9/03/2018 11:30,2.226,3.6,9.216,5.544,105,26.1
9/03/2018 12:00,2.134,3.606,8.607,5.473,108,26.1
9/03/2018 12:30,2.154,3.285,7.936,5.577,98,26.15
9/03/2018 13:00,2.241,4.053,8.762,5.483,101,26.15
9/03/2018 13:30,2.378,4.358,8.511,5.743,99,26.15
9/03/2018 14:00,2.214,4.01,9.256,5.681,97,26.15
9/03/2018 14:30,2.334,4.45,8.757,5.926,109,26.25
9/03/2018 15:00,2.213,3.35,9.718,5.837,108,26.25
9/03/2018 15:30,2.318,3.76,8.599,5.547,95,26.25
9/03/2018 16:00,2.247,3.439,8.926,5.867,108,26.25
9/03/2018 16:30,2.344,3.974,8.876,5.693,94,26.25
9/03/2018 17:00,2.411,5.06,9.851,5.889,109,26.25
9/03/2018 17:30,2.255,3.84,9.428,5.724,111,26.25
9/03/2018 18:00,2.411,3.52,9.205,5.906,101,26.25
9/03/2018 18:30,2.239,3.872,9.213,5.762,105,26.25
9/03/2018 19:00,2.296,4.29,7.876,5.743,105,26.25
9/03/2018 19:30,2.233,4.168,8.239,5.611,105,26.2
9/03/2018 20:00,2.47,5.22,9.031,5.553,104,26.2
9/03/2018 20:30,2.487,3.772,9.039,5.971,97,26.2
9/03/2018 21:00,2.465,3.59,8.278,5.893,106,26.15
9/03/2018 21:30,2.585,4.842,9.182,5.799,102,26.2
9/03/2018 22:00,2.473,3.646,8.504,5.839,112,26.2
9/03/2018 22:30,2.365,4.374,7.646,5.829,115,26.15
9/03/2018 23:00,2.463,4.451,8.477,5.889,106,26.2
9/03/2018 23:30,2.483,4.626,8.898,5.724,108,26.2
10/03/2018 0:00,2.418,4.22,8.231,5.83,106,26.2
10/03/2018 0:30,2.51,3.773,9.776,5.935,113,26.2
10/03/2018 1:00,2.612,4.277,9.207,6.046,111,26.2
10/03/2018 1:30,2.452,4.644,9.239,5.96,113,26.15
10/03/2018 2:00,2.485,3.84,8.518,5.874,109,26.2
10/03/2018 2:30,2.426,4.058,8.494,6.052,113,26.2
10/03/2018 3:00,2.564,4.305,8.201,5.942,111,26.2
10/03/2018 3:30,2.373,4.21,7.91,5.793,113,26.25
10/03/2018 4:00,2.638,4.69,8.144,6.04,116,26.25
10/03/2018 4:30,2.491,3.838,9.268,5.944,111,26.25
10/03/2018 5:00,2.516,4.369,9.314,5.804,115,26.2
10/03/2018 5:30,2.564,3.86,8.512,6.069,118,26.2
10/03/2018 6:00,2.493,4.34,7.942,5.95,111,26.2
10/03/2018 6:30,2.371,3.85,8.566,5.849,108,26.15
10/03/2018 7:00,2.123,4.08,9.627,5.848,102,26.1
10/03/2018 7:30,2.239,3.56,8.824,5.73,105,26.05
10/03/2018 8:00,2.229,4.02,8.545,5.878,102,26.05
10/03/2018 8:30,2.435,3.83,8.451,6.03,97,26.05
10/03/2018 9:00,2.348,3.39,8.908,5.776,98,26
10/03/2018 9:30,2.333,4.29,8.588,5.946,98,26
10/03/2018 10:00,2.345,3.81,8.468,5.697,111,25.95
10/03/2018 10:30,2.353,4.627,8.498,5.639,104,25.95
10/03/2018 11:00,2.346,4.03,8.889,5.693,106,26
10/03/2018 11:30,2.342,3.68,8.158,5.83,104,25.95
10/03/2018 12:00,2.28,3.74,8.444,5.975,109,26
10/03/2018 12:30,2.097,3.27,8.141,5.869,104,26
10/03/2018 13:00,2.109,3.023,8.162,5.676,99,26
10/03/2018 13:30,2.027,3.93,8.799,5.603,105,26.05
10/03/2018 14:00,2.159,3.27,8.831,6.036,109,26.05
10/03/2018 14:30,2.067,3.67,7.9,5.632,106,26
10/03/2018 15:00,1.922,3.1,8.109,5.627,108,26.05
10/03/2018 15:30,1.937,3.09,8.551,5.589,108,26.05
10/03/2018 16:00,1.954,3.18,9.671,5.974,111,26.05
10/03/2018 16:30,1.912,3.66,8.507,5.637,101,26.05
10/03/2018 17:00,1.922,3.12,8.185,5.271,106,26.05
10/03/2018 17:30,1.874,3.078,8.838,5.565,101,26.05
10/03/2018 18:00,1.831,3.22,8.858,5.542,109,26.05
10/03/2018 18:30,2,3.566,9.259,5.476,108,26.05
10/03/2018 19:00,2.09,3.2,9.256,5.679,108,26.05
10/03/2018 19:30,2.208,3.4,8.565,5.812,104,26.05
10/03/2018 20:00,2.291,4.131,8.189,5.738,102,26.05
10/03/2018 20:30,2.259,3.62,8.196,5.734,99,26
10/03/2018 21:00,2.072,3.94,6.56,5.549,102,26
10/03/2018 21:30,2.223,3.99,8.805,5.537,104,26
10/03/2018 22:00,2.134,3.697,7.974,5.68,112,26
10/03/2018 22:30,2.157,3.64,9.258,5.981,104,26
10/03/2018 23:00,2.284,4.35,6.57,5.641,105,26
10/03/2018 23:30,2.332,3.71,8.866,5.866,105,26
11/03/2018 0:00,2.251,3.64,7.849,5.843,104,26.05
11/03/2018 0:30,1.998,3.32,8.076,5.672,112,26.05
11/03/2018 1:00,2.042,3.615,9.063,5.878,111,26.05
11/03/2018 1:30,2.138,3.546,9.352,5.9,104,26.05
11/03/2018 2:00,1.972,4.03,8.649,5.645,104,26.05
11/03/2018 2:30,2.156,3.77,8.94,5.899,106,26.05
11/03/2018 3:00,1.985,3.47,8.981,5.716,99,26.1
11/03/2018 3:30,2.021,2.95,9.248,5.504,91,26.1
11/03/2018 4:00,2.162,3.2,8.641,5.911,104,26.15
11/03/2018 4:30,2.095,2.728,8.971,5.819,105,26.1
11/03/2018 5:00,2.059,3.39,8.255,5.633,104,26.15
11/03/2018 5:30,2.05,3.399,8.493,5.732,97,26.1
11/03/2018 6:00,2.083,3.69,8.184,5.588,106,26.1
11/03/2018 6:30,2.059,3.28,7.954,5.722,105,26.1
11/03/2018 7:00,1.968,3.43,9.738,5.735,101,26.1
11/03/2018 7:30,1.899,3.58,7.586,5.603,111,26.05
11/03/2018 8:00,1.785,3.33,8.523,5.336,111,26.05
11/03/2018 8:30,2.019,3.16,8.275,5.74,101,26.05
11/03/2018 9:00,1.927,3.28,9.217,5.525,97,26.05
11/03/2018 9:30,1.929,3.447,8.904,5.467,106,26.1
11/03/2018 10:00,1.933,3.29,7.573,5.594,105,26.1
11/03/2018 10:30,1.919,3.18,7.848,5.656,97,26.1
11/03/2018 11:00,1.825,3.26,8.486,5.371,104,26.1
11/03/2018 11:30,1.772,3.22,9.32,5.427,108,26.1
11/03/2018 12:00,1.914,3.08,8.842,5.575,88,26.15
11/03/2018 12:30,1.929,3.31,8.521,5.633,99,26.1
11/03/2018 13:00,1.915,3.1,9.246,5.415,98,26.15
11/03/2018 13:30,1.809,2.9,8.54,5.775,104,26.15
11/03/2018 14:00,1.777,2.85,8.848,5.701,95,26.15
11/03/2018 14:30,1.712,2.62,7.799,5.387,105,26.15
11/03/2018 15:00,1.793,2.77,9.081,5.527,106,26.1
11/03/2018 15:30,1.689,2.98,9.259,5.616,101,26.1
11/03/2018 16:00,1.561,2.7,8.334,5.259,101,26.05
11/03/2018 16:30,1.59,2.5,8.631,5.649,105,26.05
11/03/2018 17:00,1.626,2.474,8.93,5.632,104,26.05
11/03/2018 17:30,1.604,2.49,8.786,5.347,113,26.05
11/03/2018 18:00,1.682,3.16,8.063,5.544,98,26.05
11/03/2018 18:30,1.641,2.7,8.268,5.303,108,26.05
11/03/2018 19:00,1.67,3.3,8.583,5.384,101,26
11/03/2018 19:30,1.832,3.02,8.434,5.479,106,25.95
11/03/2018 20:00,1.804,3.02,9.381,5.369,102,25.95
11/03/2018 20:30,1.852,3.31,8.041,5.475,109,25.95
11/03/2018 21:00,1.853,3.2,9.188,5.288,99,25.95
11/03/2018 21:30,1.871,3.04,8.909,5.462,97,25.95
11/03/2018 22:00,1.977,3.07,9.131,5.628,98,25.95
11/03/2018 22:30,1.941,3.25,8.233,5.629,98,25.95
11/03/2018 23:00,1.86,3.17,8.838,5.492,99,25.95
11/03/2018 23:30,1.837,2.8,8.732,5.591,105,25.9
12/03/2018 0:00,1.956,2.88,8.884,5.802,98,25.9
12/03/2018 0:30,1.941,3.48,8.172,5.889,99,25.95
12/03/2018 1:00,1.811,3.21,8.878,5.696,101,25.95
12/03/2018 1:30,1.947,2.83,7.903,6.075,104,25.9
12/03/2018 2:00,1.739,3.24,7.858,5.695,99,25.95
12/03/2018 2:30,1.743,2.96,8.196,5.489,106,25.95
12/03/2018 3:00,1.608,3.08,7.357,5.755,98,25.9
12/03/2018 3:30,1.558,2.77,8.565,5.463,112,25.95
12/03/2018 4:00,1.587,2.23,8.05,5.572,98,25.9
12/03/2018 4:30,1.581,2.78,8.561,5.534,97,25.95
12/03/2018 5:00,1.604,2.75,8.641,5.308,98,25.95
12/03/2018 5:30,1.69,2.59,8.427,5.529,104,25.95
12/03/2018 6:00,1.626,3.05,8.844,5.568,101,25.95
12/03/2018 6:30,1.516,2.66,7.954,5.583,106,25.95
12/03/2018 7:00,1.441,2.31,8.522,5.332,105,25.95
12/03/2018 7:30,1.454,2.13,8.257,5.667,97,25.95
12/03/2018 8:00,1.402,2.28,7.824,5.166,102,25.95
12/03/2018 8:30,1.476,2.43,8.887,5.561,98,26
12/03/2018 9:00,1.427,2.36,7.821,5.536,106,26
12/03/2018 9:30,1.517,2.61,8.458,5.298,104,25.95
12/03/2018 10:00,1.397,2.68,8.518,5.125,102,25.95
12/03/2018 10:30,1.507,2.54,8.132,5.379,111,25.95
12/03/2018 11:00,1.382,2.54,9.196,5.138,95,25.9
12/03/2018 11:30,1.491,2.36,8.574,5.249,99,25.9
12/03/2018 12:00,1.378,2.19,8.092,5.164,104,25.95
12/03/2018 12:30,1.432,2.29,8.167,5.123,94,25.95
12/03/2018 13:00,1.242,1.8,8.136,4.947,99,26
12/03/2018 13:30,1.262,2,8.769,5.116,94,26.05
12/03/2018 14:00,1.351,2.1,8.99,5.465,91,26.05
12/03/2018 14:30,1.289,2.14,8.919,5.678,95,26.1
12/03/2018 15:00,1.196,2.17,8.271,5.455,98,26.1
12/03/2018 15:30,1.307,2.47,8.828,5.661,98,26.05
12/03/2018 16:00,1.307,2.094,8.16,5.309,95,26.05
12/03/2018 16:30,1.394,2.53,8.512,5.186,94,26.05
12/03/2018 17:00,1.306,2.09,8.312,5.102,90,26.05
12/03/2018 17:30,1.4,2.37,8.456,5.138,99,26.05
12/03/2018 18:00,1.477,3.51,8.831,5.369,94,26.05
12/03/2018 18:30,1.46,2.52,9.025,5.1,95,26
12/03/2018 19:00,1.462,2.25,8.473,5.18,88,26
12/03/2018 19:30,1.496,2.32,8.521,5.143,98,26
12/03/2018 20:00,1.491,2.42,8.904,5.054,90,26
12/03/2018 20:30,1.382,2.37,8.841,5.081,90,25.95
12/03/2018 21:00,1.412,2.677,9.392,5.151,105,25.95
12/03/2018 21:30,1.559,2.41,8.658,5.435,90,25.95
12/03/2018 22:00,1.513,2.22,8.905,5.196,92,25.95
12/03/2018 22:30,1.48,2.5,8.256,5.404,108,25.9
12/03/2018 23:00,1.476,2.43,8.188,5.209,95,25.9
12/03/2018 23:30,1.509,2.77,8.797,5.667,99,25.95
13/03/2018 0:00,1.377,2.09,8.551,5.015,95,25.9
13/03/2018 0:30,1.438,2.14,8.345,5.173,91,25.9
13/03/2018 1:00,1.377,2.34,8.139,5.588,94,25.9
13/03/2018 1:30,1.335,2.78,8.698,5.217,98,25.9
13/03/2018 2:00,1.369,2.21,8.193,5.314,90,25.9
13/03/2018 2:30,1.305,1.97,8.521,5.323,102,25.9
13/03/2018 3:00,1.287,2.05,8.507,5.116,99,25.95
13/03/2018 3:30,1.268,2.19,9.03,5.173,95,25.95
13/03/2018 4:00,1.318,2.22,8.237,5.299,97,25.95
13/03/2018 4:30,1.34,2.11,8.958,5.462,95,26
13/03/2018 5:00,1.368,2.46,9.772,5.272,97,25.95
13/03/2018 5:30,1.273,2.08,8.502,5.101,91,26
13/03/2018 6:00,1.31,2.3,8.493,5.31,94,25.95
13/03/2018 6:30,1.316,2.27,10.769,5.215,94,25.95
13/03/2018 7:00,1.377,2.27,9.829,5.279,88,25.95
13/03/2018 7:30,1.436,2.09,9.712,5.417,99,25.95
13/03/2018 8:00,1.42,2.61,9.305,5.19,92,25.95
13/03/2018 8:30,1.509,2.56,8.263,5.008,102,25.95
13/03/2018 9:00,1.517,2.59,9.274,4.973,90,25.95
13/03/2018 9:30,1.545,2.81,8.12,5.211,97,25.95
13/03/2018 10:00,1.582,2.37,5.607,5.272,101,25.95
13/03/2018 10:30,1.668,2.69,5.966,5.428,119,25.95
13/03/2018 11:00,1.572,2.56,12.919,5.527,92,25.95
13/03/2018 11:30,1.613,2.5,12.925,5.572,84,25.95
13/03/2018 12:00,1.712,2.8,5.853,5.464,85,25.95
13/03/2018 12:30,1.791,2.6,13.62,5.827,97,25.95
13/03/2018 13:00,1.737,2.77,12.61,6.015,91,25.95
13/03/2018 13:30,1.735,2.85,12.249,6.111,88,25.95
13/03/2018 14:00,1.83,3.09,12.776,6.084,87,25.95
13/03/2018 14:30,1.851,3.9,12.974,6.375,85,25.95
13/03/2018 15:00,1.788,3.08,11.515,5.858,84,25.95
13/03/2018 15:30,1.894,3.27,12.905,6.361,88,25.95
13/03/2018 16:00,2.027,3.09,11.448,6.283,73,25.95
13/03/2018 16:30,1.879,2.854,11.983,6.085,85,25.95
13/03/2018 17:00,1.988,3.07,12.138,5.872,75,25.95
13/03/2018 17:30,2.149,3.49,11.877,6.209,95,25.95
13/03/2018 18:00,2.06,3.25,12.07,5.99,95,25.95
13/03/2018 18:30,2.14,3.85,11.488,6.128,88,25.95
13/03/2018 19:00,2.039,3.31,11.403,5.946,83,25.9
13/03/2018 19:30,1.968,3.52,11.607,5.946,90,25.95
13/03/2018 20:00,1.869,3.1,6.887,5.787,84,25.9
13/03/2018 20:30,1.874,3.49,9.93,5.884,94,25.9
13/03/2018 21:00,1.956,2.99,11.485,6.124,99,25.9
13/03/2018 21:30,1.908,4.27,11.425,5.838,90,25.9
13/03/2018 22:00,1.929,3.13,12.769,5.843,98,25.85
13/03/2018 22:30,1.866,2.87,10.825,5.704,95,25.85
13/03/2018 23:00,1.944,3.09,10.913,5.904,95,25.85
13/03/2018 23:30,1.914,3.29,6.937,5.667,92,25.8
14/03/2018 0:00,1.919,3.1,6.175,5.632,92,25.8
14/03/2018 0:30,2.006,3.72,6.383,5.759,99,25.8
14/03/2018 1:00,2.115,3.189,7.526,5.922,102,25.8
14/03/2018 1:30,2.079,3.73,7.263,5.645,98,25.8
14/03/2018 2:00,2.1,3.78,7.299,5.779,85,25.8
14/03/2018 2:30,2.133,4.035,7.499,5.898,99,25.75
14/03/2018 3:00,2.286,4.07,6.558,5.963,84,25.8
14/03/2018 3:30,2.39,3.97,6.824,5.943,97,25.8
14/03/2018 4:00,2.389,3.62,7.926,6.279,98,25.8
14/03/2018 4:30,2.451,4.099,7.856,6.181,91,25.8
14/03/2018 5:00,2.415,4.067,6.936,5.984,91,25.75
14/03/2018 5:30,2.488,4.35,7.275,6.065,104,25.75
14/03/2018 6:00,2.467,3.79,7.877,5.851,87,25.75
14/03/2018 6:30,2.533,4.152,7.291,6.017,88,25.75
14/03/2018 7:00,2.852,4.92,8.132,6.304,101,25.75
14/03/2018 7:30,2.892,4.727,7.419,6.121,84,25.75
14/03/2018 8:00,2.657,4.08,7.676,6.187,98,25.75
14/03/2018 8:30,3.025,4.689,8.555,6.487,90,25.75
14/03/2018 9:00,2.833,5.146,7.866,6.266,91,25.7
14/03/2018 9:30,2.807,4.98,8.473,6.58,90,25.7
14/03/2018 10:00,2.874,4.34,8.884,6.599,99,25.7
14/03/2018 10:30,2.881,4.27,8.825,6.639,81,25.7
14/03/2018 11:00,2.873,4.35,9.255,6.131,95,25.7
14/03/2018 11:30,2.812,4.331,8.179,6.483,99,25.75
14/03/2018 12:00,2.85,4.082,8.9,6.296,81,25.8
14/03/2018 12:30,2.804,4.31,8.566,6.431,87,25.8
14/03/2018 13:00,2.823,4.452,9.188,6.419,94,25.8
14/03/2018 13:30,2.73,4.95,9.294,6.154,88,25.8
14/03/2018 14:00,2.713,4.98,9.225,6.283,84,25.85
14/03/2018 14:30,2.92,4.842,9.022,6.423,94,25.8
14/03/2018 15:00,2.869,4.48,8.832,6.363,95,25.8
14/03/2018 15:30,2.655,4.11,8.759,6.36,97,25.8
14/03/2018 16:00,2.707,4.63,8.154,6.14,94,25.85
14/03/2018 16:30,2.858,4.37,9.201,6.674,87,25.85
14/03/2018 17:00,2.819,3.948,9.294,6.404,83,25.8
14/03/2018 17:30,2.912,4.68,8.791,6.628,81,25.8
14/03/2018 18:00,2.85,5.169,9.876,6.547,87,25.8
14/03/2018 18:30,3.006,5.011,8.955,6.275,88,25.8
14/03/2018 19:00,3.093,5.217,9.413,6.819,78,25.8
14/03/2018 19:30,2.913,5.08,9.473,6.649,84,25.8
14/03/2018 20:00,3.219,5.25,9.729,6.652,85,25.85
14/03/2018 20:30,3.018,5.685,9.811,6.685,81,25.85
14/03/2018 21:00,2.966,4.669,9.806,6.883,94,25.85
14/03/2018 21:30,3.259,4.99,9.468,6.85,77,25.85
14/03/2018 22:00,3.192,4.77,9.479,6.753,84,25.8
14/03/2018 22:30,3.194,5.07,10.102,7.187,83,25.8
14/03/2018 23:00,2.951,4.63,10.315,6.956,88,25.8
14/03/2018 23:30,3.25,5.03,9.313,7.204,63,25.8
15/03/2018 0:00,3.232,5.127,10.173,7.34,75,25.8
15/03/2018 0:30,3.108,4.53,9.757,7.19,70,25.8
15/03/2018 1:00,3.225,5.38,9.838,7.358,88,25.75
15/03/2018 1:30,3.065,5.45,9.766,7.152,80,25.75
15/03/2018 2:00,3.264,4.96,9.354,7.295,77,25.75
15/03/2018 2:30,2.923,4.97,10.089,6.712,74,25.7
15/03/2018 3:00,2.901,4.748,10.748,7.198,80,25.75
15/03/2018 3:30,2.953,5.85,11.446,6.92,73,25.75
15/03/2018 4:00,2.959,4.77,9.815,7.078,74,25.75
15/03/2018 4:30,2.738,4.63,10.078,6.823,85,25.75
15/03/2018 5:00,2.926,5.27,9.85,6.841,74,25.8
15/03/2018 5:30,2.965,5.252,9.355,6.858,83,25.75
15/03/2018 6:00,2.652,5.15,10.438,6.494,75,25.8
15/03/2018 6:30,2.909,4.65,10.304,7.262,80,25.8
15/03/2018 7:00,2.55,3.864,11.064,6.526,73,25.8
15/03/2018 7:30,2.719,4.17,10.25,7.052,85,25.8
15/03/2018 8:00,2.485,4.363,10.272,6.852,67,25.8
15/03/2018 8:30,2.668,5.11,9.338,6.975,70,25.75
15/03/2018 9:00,2.749,5.408,8.882,7.191,71,25.75
15/03/2018 9:30,2.764,4.58,9.915,6.979,74,25.8
15/03/2018 10:00,2.782,4.66,10.781,6.743,74,25.8
15/03/2018 10:30,2.697,4.03,10.824,7.155,70,25.8
15/03/2018 11:00,2.753,4.27,10.387,6.875,74,25.9
15/03/2018 11:30,2.635,4.84,11.332,6.542,67,25.9
15/03/2018 12:00,2.706,4.89,10.338,6.941,66,25.9
15/03/2018 12:30,2.432,4.51,10.689,6.564,68,25.85
15/03/2018 13:00,2.604,3.92,10.639,6.779,74,25.85
15/03/2018 13:30,2.475,4.4,10.243,6.536,74,25.8
15/03/2018 14:00,2.557,3.89,10.852,6.626,77,25.8
15/03/2018 14:30,2.485,4.32,10.276,6.687,91,25.8
15/03/2018 15:00,2.741,4.71,9.85,7.062,77,25.85
15/03/2018 15:30,2.455,3.95,10.811,6.526,81,25.85
15/03/2018 16:00,2.588,4.6,10.042,6.728,88,25.85
15/03/2018 16:30,2.457,3.47,10.345,6.471,74,25.85
15/03/2018 17:00,2.425,4.94,10.073,6.087,87,25.85
15/03/2018 17:30,2.559,3.89,10.34,6.838,81,25.85
15/03/2018 18:00,2.554,4.246,10.73,6.598,85,25.85
15/03/2018 18:30,2.42,4.06,9.862,6.536,91,25.85
